Species_Latin,match.IOC,synonyms,Species_Common,Treename,Family,PassNonPass,Passerine_Clade1,Passerine_OscineSuboscine,Order,SearcherID,Evidence_Type,Evidence_Details,Female_Territoriality,Territorial_Period,Territory_Classification,Justification_Summary,References,Other_Notes,Territory_ClassificationYL,Territory_ClassificationEW,IT_project_classification_from_BNA,JPD_notes,PigotTobias_Territoriality,TerritoryType,Territory.Min,Territory.Max
Euplectes diadematus,32596,Euplectes diadematus,Fire-fronted Bishop,Euplectes_diadematus,Ploceidae,Passeriformes,Passerida,Oscine,Passeriformes,YL,,,,,,,,,4,,,,weak,5,5,5
Ploceus cucullatus,32451,Ploceus cucullatus;Textor cucullatus ,Village Weaver,Ploceus_cucullatus,Ploceidae,Passeriformes,Passerida,Oscine,Passeriformes,YL,,,,,,,,,3,,,,weak,5,5,5
Euplectes gierowii,32597,Euplectes gierowii,Black Bishop,Euplectes_gierowii,Ploceidae,Passeriformes,Passerida,Oscine,Passeriformes,YL,,,,,,,,,4,,,,weak,5,5,5
Ploceus angolensis,32533,Ploceus angolensis;Notiospiza angolensis;Malimbus angolensis  ,Bar-winged Weaver,Ploceus_angolensis,Ploceidae,Passeriformes,Passerida,Oscine,Passeriformes,YL,,,,,,,,,5?,,,,weak,5,5,5
Foudia madagascariensis,32573,Foudia madagascariensis,Madagascar Red Fody,Foudia_madagascariensis,Ploceidae,Passeriformes,Passerida,Oscine,Passeriformes,YL,,,,,,,,,"3, possibly 4",,,,weak,5,5,5
Quelea cardinalis,32565,Quelea cardinalis,Cardinal Quelea,Quelea_cardinalis,Ploceidae,Passeriformes,Passerida,Oscine,Passeriformes,YL,,,,,,,,,"3, possibly 4",,,,weak,5,5,5
Euplectes hordeaceus,32603,Euplectes hordeaceus,Black-winged Bishop,Euplectes_hordeaceus,Ploceidae,Passeriformes,Passerida,Oscine,Passeriformes,YL,,,,,,,,,4,,,,weak,5,5,5
Euplectes aureus,32613,Euplectes aureus,Golden-backed Bishop,Euplectes_aureus,Ploceidae,Passeriformes,Passerida,Oscine,Passeriformes,YL,,,,,,,,,4,,,,weak,5,5,5
Euplectes franciscanus,32610,Euplectes franciscanus,Orange Bishop,Euplectes_franciscanus,Ploceidae,Passeriformes,Passerida,Oscine,Passeriformes,YL,,,,,,,,,4,,,,weak,5,5,5
Euplectes afer,32590,Euplectes afer,Yellow-crowned Bishop,Euplectes_afer,Ploceidae,Passeriformes,Passerida,Oscine,Passeriformes,YL,,,,,,,,,4,,,,weak,5,5,5
Euplectes jacksoni,32654,Euplectes jacksoni,Jackson's Widowbird,Euplectes_jacksoni,Ploceidae,Passeriformes,Passerida,Oscine,Passeriformes,YL,,,,,,,,,4,,,,weak,5,5,5
Euplectes orix,32606,Euplectes orix,Red Bishop,Euplectes_orix,Ploceidae,Passeriformes,Passerida,Oscine,Passeriformes,YL,,,,,,,,,4,,,,weak,5,5,5
Quelea quelea,32569,Quelea quelea,Red-billed Quelea,Quelea_quelea,Ploceidae,Passeriformes,Passerida,Oscine,Passeriformes,YL,,,,,,,,,3,,,,weak,5,5,5
Euplectes axillaris,32622,Euplectes axillaris,Fan-tailed Widowbird,Euplectes_axillaris,Ploceidae,Passeriformes,Passerida,Oscine,Passeriformes,YL,,,,,,,,,4,,,,weak,5,5,5
Euplectes capensis,32614,Euplectes capensis,Yellow Bishop,Euplectes_capensis,Ploceidae,Passeriformes,Passerida,Oscine,Passeriformes,YL,,,,,,,,,4,,,,weak,5,5,5
Ploceus insignis,32530,Ploceus insignis;Malimbus insignis,Brown-capped Weaver,Ploceus_insignis,Ploceidae,Passeriformes,Passerida,Oscine,Passeriformes,YL,,,,,,,,,5?,,,,weak,5,5,5
Euplectes progne,32650,Euplectes progne,Long-tailed Widowbird,Euplectes_progne,Ploceidae,Passeriformes,Passerida,Oscine,Passeriformes,YL,,,,,,,,,4,,,,weak,5,5,5
Euplectes macroura,32629,Euplectes macroura;Euplectes macrourus,Yellow-shouldered Widowbird,Euplectes_macroura,Ploceidae,Passeriformes,Passerida,Oscine,Passeriformes,YL,,,,,,,,,4,,,,weak,5,5,5
Ploceus alienus,32395,Ploceus alienus;Textor alienus ,Strange Weaver,Ploceus_alienus,Ploceidae,Passeriformes,Passerida,Oscine,Passeriformes,YL,,,,,,,,,5?,,,,weak,5,5,5
Ploceus luteolus,32382,Ploceus luteolus;Textor luteolus ,Little Weaver,Ploceus_luteolus,Ploceidae,Passeriformes,Passerida,Oscine,Passeriformes,YL,,,,,,,,,5?,,,,weak,5,5,5
Foudia eminentissima,32575,Foudia eminentissima,Red-headed Fody,Foudia_eminentissima,Ploceidae,Passeriformes,Passerida,Oscine,Passeriformes,YL,,,,,,,,,5?,,,,weak,5,5,5
Euplectes hartlaubi,32634,Euplectes hartlaubi,Marsh Widowbird,Euplectes_hartlaubi,Ploceidae,Passeriformes,Passerida,Oscine,Passeriformes,YL,,,,,,,,,4,,,,weak,5,5,5
Promerops gurneyi,28240,Promerops gurneyi,Gurney's Sugarbird,Promerops_gurneyi,Promeropidae,Passeriformes,Passerida,Oscine,Passeriformes,YL,,,,,,,,,5,,,,weak,5,5,5
Promerops cafer,28239,Promerops cafer,Cape Sugarbird,Promerops_cafer,Promeropidae,Passeriformes,Passerida,Oscine,Passeriformes,YL,,,,,,,,,5,,,,weak,5,5,5
Prunella modularis,33207,Prunella modularis,Hedge Accentor,Prunella_modularis,Prunellidae,Passeriformes,Passerida,Oscine,Passeriformes,PT_strong,,,,,,,,,,,,,strong,5,5,5
Prunella collaris,33170,Prunella collaris,Alpine Accentor,Prunella_collaris,Prunellidae,Passeriformes,Passerida,Oscine,Passeriformes,YL,,,,,,,,,1,,,,weak,5,5,5
Rhodinocichla rosea,34232,Rhodinocichla rosea,Rosy Thrush-tanager,Rhodinocichla_rosea,Rhodinocichlidae,Passeriformes,Passerida,Oscine,Passeriformes,PT_strong,,,,,,,,,,,,,strong,5,5,5
Diglossa albilatera,36712,Diglossa albilatera,White-sided Flowerpiercer,Diglossa_albilatera,Thraupidae,Passeriformes,Passerida,Oscine,Passeriformes,PT_strong,,,,,,,,,,,,,strong,5,5,5
Saltator coerulescens,36952,Saltator coerulescens,Greyish Saltator,Saltator_coerulescens,Thraupidae,Passeriformes,Passerida,Oscine,Passeriformes,PT_strong,,,,,,,,,,,,,strong,5,5,5
Saltator atriceps,36933,Saltator atriceps,Black-headed Saltator,Saltator_atriceps,Thraupidae,Passeriformes,Passerida,Oscine,Passeriformes,PT_strong,,,,,,,,,,,,,strong,5,5,5
Diglossa lafresnayii,36693,Diglossa lafresnayii,Glossy Flowerpiercer,Diglossa_lafresnayii,Thraupidae,Passeriformes,Passerida,Oscine,Passeriformes,PT_strong,,,,,,,,,,,,,strong,5,5,5
Hemispingus melanotis,36110,Hemispingus melanotis;Sphenopsis melanotis ,Black-eared Hemispingus,Hemispingus_melanotis,Thraupidae,Passeriformes,Passerida,Oscine,Passeriformes,PT_strong,,,,,,,,,,,,,strong,5,5,5
Diglossa sittoides,36683,Diglossa sittoides,Rusty Flowerpiercer,Diglossa_sittoides,Thraupidae,Passeriformes,Passerida,Oscine,Passeriformes,PT_strong,,,,,,,,,,,,,strong,5,5,5
Diglossa brunneiventris,36706,Diglossa brunneiventris,Black-throated Flowerpiercer,Diglossa_brunneiventris,Thraupidae,Passeriformes,Passerida,Oscine,Passeriformes,PT_strong,,,,,,,,,,,,,strong,5,5,5
Hemispingus ochraceus,36114,Hemispingus ochraceus;Sphenopsis ochracea  ,Western Hemispingus,Hemispingus_ochraceus,Thraupidae,Passeriformes,Passerida,Oscine,Passeriformes,PT_strong,,,,,,,,,,,,,strong,5,5,5
Diglossa carbonaria,36709,Diglossa carbonaria,Grey-bellied Flowerpiercer,Diglossa_carbonaria,Thraupidae,Passeriformes,Passerida,Oscine,Passeriformes,PT_strong,,,,,,,,,,,,,strong,5,5,5
Cypsnagra hirundinacea,36145,Cypsnagra hirundinacea,White-rumped Tanager,Cypsnagra_hirundinacea,Thraupidae,Passeriformes,Passerida,Oscine,Passeriformes,PT_strong,,,,,,,,,,,,,strong,5,5,5
Buthraupis eximia,36292,Buthraupis eximia;Cnemathraupis eximia,Black-chested Mountain-tanager,Buthraupis_eximia,Thraupidae,Passeriformes,Passerida,Oscine,Passeriformes,PT_strong,,,,,,,,,,,,,strong,5,5,5
Diglossa glauca,36727,Diglossa glauca;Diglossopis glauca,Deep-blue Flowerpiercer,Diglossa_glauca,Thraupidae,Passeriformes,Passerida,Oscine,Passeriformes,PT_strong,,,,,,,,,,,,,strong,5,5,5
Diglossa caerulescens,36730,Diglossa caerulescens;Diglossopis caerulescens,Bluish Flowerpiercer,Diglossa_caerulescens,Thraupidae,Passeriformes,Passerida,Oscine,Passeriformes,PT_strong,,,,,,,,,,,,,strong,5,5,5
Hemispingus superciliaris,36095,Hemispingus superciliaris;Thlypopsis superciliaris ,Superciliaried Hemispingus,Hemispingus_superciliaris,Thraupidae,Passeriformes,Passerida,Oscine,Passeriformes,PT_strong,,,,,,,,,,,,,strong,5,5,5
Diglossa gloriosissima,36690,Diglossa gloriosissima,Chestnut-bellied Flowerpiercer,Diglossa_gloriosissima,Thraupidae,Passeriformes,Passerida,Oscine,Passeriformes,PT_strong,,,,,,,,,,,,,strong,5,5,5
Diglossa venezuelensis,36711,Diglossa venezuelensis,Venezuelan Flowerpiercer,Diglossa_venezuelensis,Thraupidae,Passeriformes,Passerida,Oscine,Passeriformes,PT_strong,,,,,,,,,,,,,strong,5,5,5
Hemispingus frontalis,36104,Hemispingus frontalis;Sphenopsis frontalis ,Oleaginous Hemispingus,Hemispingus_frontalis,Thraupidae,Passeriformes,Passerida,Oscine,Passeriformes,PT_strong,,,,,,,,,,,,,strong,5,5,5
Hemispingus parodii,36094,Hemispingus parodii;Kleinothraupis parodii,Parodi's Hemispingus,Hemispingus_parodii,Thraupidae,Passeriformes,Passerida,Oscine,Passeriformes,PT_strong,,,,,,,,,,,,,strong,5,5,5
Diglossa major,36721,Diglossa major,Greater Flowerpiercer,Diglossa_major,Thraupidae,Passeriformes,Passerida,Oscine,Passeriformes,PT_strong,,,,,,,,,,,,,strong,5,5,5
Diglossa mystacalis,36695,Diglossa mystacalis,Moustached Flowerpiercer,Diglossa_mystacalis,Thraupidae,Passeriformes,Passerida,Oscine,Passeriformes,PT_strong,,,,,,,,,,,,,strong,5,5,5
Buthraupis wetmorei,36298,Buthraupis wetmorei;Tephrophilus wetmorei,Masked Mountain-tanager,Buthraupis_wetmorei,Thraupidae,Passeriformes,Passerida,Oscine,Passeriformes,PT_strong,,,,,,,,,,,,,strong,5,5,5
Diglossa humeralis,36702,Diglossa humeralis,Black Flowerpiercer,Diglossa_humeralis,Thraupidae,Passeriformes,Passerida,Oscine,Passeriformes,PT_strong,,,,,,,,,,,,,strong,5,5,5
Sericossypha albocristata,36077,Sericossypha albocristata,White-capped Tanager,Sericossypha_albocristata,Thraupidae,Passeriformes,Passerida,Oscine,Passeriformes,PT_strong,,,,,,,,,,,,,strong,5,5,5
Diglossa cyanea,36738,Diglossa cyanea;Diglossopis cyanea,Masked Flowerpiercer,Diglossa_cyanea,Thraupidae,Passeriformes,Passerida,Oscine,Passeriformes,PT_strong,,,,,,,,,,,,,strong,5,5,5
Anisognathus somptuosus,36317,Anisognathus somptuosus;Compsocoma somptuosa   ,Blue-winged Mountain-tanager,Anisognathus_somptuosus,Thraupidae,Passeriformes,Passerida,Oscine,Passeriformes,PT_strong,,,,,,,,,,,,,strong,5,5,5
Hemispingus piurae,36116,Hemispingus piurae;Sphenopsis piurae ,Piura Hemispingus,Hemispingus_piurae,Thraupidae,Passeriformes,Passerida,Oscine,Passeriformes,PT_strong,,,,,,,,,,,,,strong,5,5,5
Diglossa gloriosa,36700,Diglossa gloriosa,Merida Flowerpiercer,Diglossa_gloriosa,Thraupidae,Passeriformes,Passerida,Oscine,Passeriformes,PT_strong,,,,,,,,,,,,,strong,5,5,5
Tiaris canorus,37177,Tiaris canorus;Phonipara canora;Tiaris canora   ,Cuban Grassquit,Tiaris_canorus,Thraupidae,Passeriformes,Passerida,Oscine,Passeriformes,PT_strong,,,,,,,,,,,,,strong,5,5,5
Nemosia rourei,36085,Nemosia rourei,Cherry-throated Tanager,Nemosia_rourei,Thraupidae,Passeriformes,Passerida,Oscine,Passeriformes,PT_strong,,,,,,,,,,,,,strong,5,5,5
Hemispingus reyi,36103,Hemispingus reyi;Kleinothraupis reyi,Grey-capped Hemispingus,Hemispingus_reyi,Thraupidae,Passeriformes,Passerida,Oscine,Passeriformes,PT_strong,,,,,,,,,,,,,strong,5,5,5
Saltator orenocensis,36968,Saltator orenocensis,Orinoco Saltator,Saltator_orenocensis,Thraupidae,Passeriformes,Passerida,Oscine,Passeriformes,PT_strong,,,,,,,,,,,,,strong,5,5,5
Hemispingus goeringi,36119,Hemispingus goeringi;Poospiza goeringi;Orospingus goeringi ,Slaty-backed Hemispingus,Hemispingus_goeringi,Thraupidae,Passeriformes,Passerida,Oscine,Passeriformes,PT_strong,,,,,,,,,,,,,strong,5,5,5
Buthraupis aureodorsalis,36297,Buthraupis aureodorsalis;Cnemathraupis aureodorsalis,Golden-backed Mountain-tanager,Buthraupis_aureodorsalis,Thraupidae,Passeriformes,Passerida,Oscine,Passeriformes,PT_strong,,,,,,,,,,,,,strong,5,5,5
Neothraupis fasciata,36361,Neothraupis fasciata,White-banded Tanager,Neothraupis_fasciata,Thraupidae,Passeriformes,Passerida,Oscine,Passeriformes,PT_strong,,,,,,,,,,,,,strong,5,5,5
Diglossa plumbea,36680,Diglossa plumbea,Slaty Flowerpiercer,Diglossa_plumbea,Thraupidae,Passeriformes,Passerida,Oscine,Passeriformes,PT_strong,,,,,,,,,,,,,strong,5,5,5
Diglossa duidae,36717,Diglossa duidae,Scaled Flowerpiercer,Diglossa_duidae,Thraupidae,Passeriformes,Passerida,Oscine,Passeriformes,PT_strong,,,,,,,,,,,,,strong,5,5,5
Saltator maximus,36940,Saltator maximus,Buff-throated Saltator,Saltator_maximus,Thraupidae,Passeriformes,Passerida,Oscine,Passeriformes,PT_strong,,,,,,,,,,,,,strong,5,5,5
Diglossa indigotica,36726,Diglossa indigotica;Diglossopis indigotica,Indigo Flowerpiercer,Diglossa_indigotica,Thraupidae,Passeriformes,Passerida,Oscine,Passeriformes,PT_strong,,,,,,,,,,,,,strong,5,5,5
Diglossa baritula,36676,Diglossa baritula,Cinnamon-bellied Flowerpiercer,Diglossa_baritula,Thraupidae,Passeriformes,Passerida,Oscine,Passeriformes,PT_strong,,,,,,,,,,,,,strong,5,5,5
Buthraupis montana,36285,Buthraupis montana,Hooded Mountain-tanager,Buthraupis_montana,Thraupidae,Passeriformes,Passerida,Oscine,Passeriformes,PT_strong,,,,,,,,,,,,,strong,5,5,5
Charitospiza eucosma,36745,Charitospiza eucosma,Coal-crested Finch,Charitospiza_eucosma,Thraupidae,Passeriformes,Passerida,Oscine,Passeriformes,EW & YL,,,,,,,,,,Type 4/5,,,weak,5,5,5
Volatinia jacarina,36997,Volatinia jacarina,Blue-black Grassquit,Volatinia_jacarina,Thraupidae,Passeriformes,Passerida,Oscine,Passeriformes,YL,,,,,,,,,5,,,,none,5,5,5
Sporophila nigricollis,37048,Sporophila nigricollis,Yellow-bellied Seedeater,Sporophila_nigricollis,Thraupidae,Passeriformes,Passerida,Oscine,Passeriformes,YL,,,,,,,,,4,,,,weak,5,5,5
Paroaria gularis,36049,Paroaria gularis,Red-capped Cardinal,Paroaria_gularis,Thraupidae,Passeriformes,Passerida,Oscine,Passeriformes,YL,,,,,,,,,5,,,,weak,5,5,5
Geospiza magnirostris,37226,Geospiza magnirostris,Large Ground-finch,Geospiza_magnirostris,Thraupidae,Passeriformes,Passerida,Oscine,Passeriformes,YL,,,,,,,,,4 or 5,,,,weak,5,5,5
Emberizoides ypiranganus,36918,Emberizoides ypiranganus,Grey-cheeked Grass-finch,Emberizoides_ypiranganus,Thraupidae,Passeriformes,Passerida,Oscine,Passeriformes,YL,,,,,,,,,5,,,,weak,5,5,5
Geospiza conirostris,37228,Geospiza conirostris,Large Cactus-finch,Geospiza_conirostris,Thraupidae,Passeriformes,Passerida,Oscine,Passeriformes,YL,,,,,,,,,5,,,,weak,5,5,5
Sporophila hypoxantha,37080,Sporophila hypoxantha,Tawny-bellied Seedeater,Sporophila_hypoxantha,Thraupidae,Passeriformes,Passerida,Oscine,Passeriformes,YL,,,,,,,,,4,,,,weak,5,5,5
Camarhynchus parvulus,37252,Camarhynchus parvulus;Geospiza parvula     ,Small Tree-finch,Camarhynchus_parvulus,Thraupidae,Passeriformes,Passerida,Oscine,Passeriformes,YL,,,,,,,,,4,,,,weak,5,5,5
Paroaria coronata,36047,Paroaria coronata,Red-crested Cardinal,Paroaria_coronata,Thraupidae,Passeriformes,Passerida,Oscine,Passeriformes,YL,,,,,,,,,4/5,,,,weak,5,5,5
Geospiza fortis,37230,Geospiza fortis,Medium Ground-finch,Geospiza_fortis,Thraupidae,Passeriformes,Passerida,Oscine,Passeriformes,YL,,,,,,,,,4,,,,weak,5,5,5
Tiaris olivaceus,37178,Tiaris olivaceus;Tiaris olivacea ,Yellow-faced Grassquit,Tiaris_olivaceus,Thraupidae,Passeriformes,Passerida,Oscine,Passeriformes,YL,,,,,,,,,4,,,,weak,5,5,5
Sporophila lineola,37045,Sporophila lineola,Lined Seedeater,Sporophila_lineola,Thraupidae,Passeriformes,Passerida,Oscine,Passeriformes,YL,,,,,,,,,4,,,,weak,5,5,5
Gubernatrix cristata,36046,Gubernatrix cristata,Yellow Cardinal,Gubernatrix_cristata,Thraupidae,Passeriformes,Passerida,Oscine,Passeriformes,YL,,,,,,,,,5,,,,weak,5,5,5
Saltatricula multicolor,36927,Saltatricula multicolor;Saltator multicolor    ,Many-coloured Chaco-finch,Saltatricula_multicolor,Thraupidae,Passeriformes,Passerida,Oscine,Passeriformes,YL,,,,,,,,,5,,,,weak,5,5,5
Embernagra longicauda,36926,Embernagra longicauda,Pale-throated Pampa-finch,Embernagra_longicauda,Thraupidae,Passeriformes,Passerida,Oscine,Passeriformes,YL,,,,,,,,,5,,,,weak,5,5,5
Coereba flaveola,37135,Coereba flaveola,Bananaquit,Coereba_flaveola,Thraupidae,Passeriformes,Passerida,Oscine,Passeriformes,YL,,,,,,,,,4?,,,,weak,5,5,5
Geospiza difficilis,37232,Geospiza difficilis,Sharp-beaked Ground-finch,Geospiza_difficilis,Thraupidae,Passeriformes,Passerida,Oscine,Passeriformes,YL,,,,,,,,,5,,,,weak,5,5,5
Geospiza fuliginosa,37231,Geospiza fuliginosa,Small Ground-finch,Geospiza_fuliginosa,Thraupidae,Passeriformes,Passerida,Oscine,Passeriformes,YL,,,,,,,,,4,,,,weak,5,5,5
Geospiza scandens,37238,Geospiza scandens,Common Cactus-finch,Geospiza_scandens,Thraupidae,Passeriformes,Passerida,Oscine,Passeriformes,YL,,,,,,,,,5,,,,weak,5,5,5
Urocynchramus pylzowi,33494,Urocynchramus pylzowi,Pink-tailed Bunting,Urocynchramus_pylzowi,Urocynchramidae,Passeriformes,Passerida,Oscine,Passeriformes,YL,,,,,,,,,1,,,,,5,5,5
Vidua nigeriae,33141,Vidua nigeriae,Quailfinch Indigobird,Vidua_nigeriae,Viduidae,Passeriformes,Passerida,Oscine,Passeriformes,YL,,,,,,,,,2,,,,,5,5,5
Vidua larvaticola,33134,Vidua larvaticola,Baka Indigobird,Vidua_larvaticola,Viduidae,Passeriformes,Passerida,Oscine,Passeriformes,YL,,,,,,,,,2,,,,,5,5,5
Vidua codringtoni,33138,Vidua codringtoni,Twinspot Indigobird,Vidua_codringtoni,Viduidae,Passeriformes,Passerida,Oscine,Passeriformes,YL,,,,,,,,,2,,,,,5,5,5
Vidua macroura,33145,Vidua macroura,Pin-tailed Whydah,Vidua_macroura,Viduidae,Passeriformes,Passerida,Oscine,Passeriformes,YL,,,,,,,,,2,,,,,5,5,5
Vidua funerea,33135,Vidua funerea,Variable Indigobird,Vidua_funerea,Viduidae,Passeriformes,Passerida,Oscine,Passeriformes,YL,,,,,,,,,2,,,,,5,5,5
Vidua regia,33148,Vidua regia,Queen Whydah,Vidua_regia,Viduidae,Passeriformes,Passerida,Oscine,Passeriformes,YL,,,,,,,,,2,,,,,5,5,5
Vidua obtusa,33159,Vidua obtusa,Broad-tailed Paradise-whydah,Vidua_obtusa,Viduidae,Passeriformes,Passerida,Oscine,Passeriformes,YL,,,,,,,,,2,,,,,5,5,5
Vidua camerunensis,33144,Vidua camerunensis,Cameroon Indigobird,Vidua_camerunensis,Viduidae,Passeriformes,Passerida,Oscine,Passeriformes,YL,,,,,,,,,2,,,,,5,5,5
Vidua orientalis,33152,Vidua orientalis,Sahel Paradise Whydah,Vidua_orientalis,Viduidae,Passeriformes,Passerida,Oscine,Passeriformes,YL,,,,,,,,,2,,,,,5,5,5
Vidua fischeri,33147,Vidua fischeri,Straw-tailed Whydah,Vidua_fischeri,Viduidae,Passeriformes,Passerida,Oscine,Passeriformes,YL,,,,,,,,,2,,,,,5,5,5
Vidua paradisaea,33151,Vidua paradisaea,Eastern Paradise-whydah,Vidua_paradisaea,Viduidae,Passeriformes,Passerida,Oscine,Passeriformes,YL,,,,,,,,,2,,,,,5,5,5
Vidua hypocherina,33146,Vidua hypocherina,Steel-blue Whydah,Vidua_hypocherina,Viduidae,Passeriformes,Passerida,Oscine,Passeriformes,YL,,,,,,,,,2,,,,,5,5,5
Anomalospiza imberbis,33161,Anomalospiza imberbis,Cuckoo Finch,Anomalospiza_imberbis,Viduidae,Passeriformes,Passerida,Oscine,Passeriformes,YL,,,,,,,,,2,,,,,5,5,5
Vidua raricola,33133,Vidua raricola,Jambandu Indigobird,Vidua_raricola,Viduidae,Passeriformes,Passerida,Oscine,Passeriformes,YL,,,,,,,,,2,,,,,5,5,5
Vidua wilsoni,33140,Vidua wilsoni,Pale-winged Indigobird,Vidua_wilsoni,Viduidae,Passeriformes,Passerida,Oscine,Passeriformes,YL,,,,,,,,,2,,,,,5,5,5
Vidua purpurascens,33131,Vidua purpurascens,Dusky Indigobird,Vidua_purpurascens,Viduidae,Passeriformes,Passerida,Oscine,Passeriformes,YL,,,,,,,,,2,,,,,5,5,5
Vidua chalybeata,33124,Vidua chalybeata,Village Indigobird,Vidua_chalybeata,Viduidae,Passeriformes,Passerida,Oscine,Passeriformes,YL,,,,,,,,,2,,,,,5,5,5
Vidua interjecta,33155,Vidua interjecta,Long-tailed Paradise-whydah,Vidua_interjecta,Viduidae,Passeriformes,Passerida,Oscine,Passeriformes,YL,,,,,,,,,2,,,,,5,5,5
Vidua togoensis,33157,Vidua togoensis,Togo Paradise-whydah,Vidua_togoensis,Viduidae,Passeriformes,Passerida,Oscine,Passeriformes,YL,,,,,,,,,2,,,,,5,5,5
Vidua maryae,33143,Vidua maryae,Jos Plateau Indigobird,Vidua_maryae,Viduidae,Passeriformes,Passerida,Oscine,Passeriformes,YL,,,,,,,,,2,,,,,5,5,5
Zeledonia coronata,35078,Zeledonia coronata,Wrenthrush,Zeledonia_coronata,Zeledoniidae,Passeriformes,Passerida,Oscine,Passeriformes,PT_strong,,,,,,,,,,,,,strong,5,5,5
Cacicus cela,35161,Cacicus cela,Yellow-rumped Cacique,Cacicus_cela,Icteridae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,1/3/4,,,none,1/3/4,1,4
Nectarinia veroxii,31753,Cyanomitra veroxii;Cyanomitra verreauxii;Nectarinia veroxii   ,Mouse-coloured Sunbird,Nectarinia_veroxii,Nectariniidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,1/4/5,,,none,1/4/5,1,5
Curaeus forbesi,35415,Anumara forbesi;Curaeus forbesi,Forbes's Blackbird,Curaeus_forbesi,Icteridae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,3/4/5,,,weak,3/4/5,3,5
Nectarinia amethystina,31767,Chalcomitra amethystina;Nectarinia amethystina ,Amethyst Sunbird,Nectarinia_amethystina,Nectariniidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,3/4/5,,,weak,3/4/5,3,5
Anthreptes metallicus,31712,Hedydipna metallica;Anthodiaeta metallica;Anthreptes metallicus,Nile Valley Sunbird,Anthreptes_metallicus,Nectariniidae,Passeriformes,Passerida,Oscine,Passeriformes,EW & YL,,,,,,,,,,3/4/5,,,weak,3/4/5,3,5
Carpodacus cassinii,33782,Haemorhous cassinii;Carpodacus cassinii,Cassin's Finch,Carpodacus_cassinii,Fringillidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,1/3,,,weak,1/3,1,3
Pyrrhula pyrrhula,33578,Pyrrhula pyrrhula,Eurasian Bullfinch,Pyrrhula_pyrrhula,Fringillidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,1/3,,,weak,1/3,1,3
Eremopsaltria mongolicus,NA,#VALUE!,Mongolian Finch,Eremopsaltria_mongolicus,Fringillidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,1/3,,,weak,1/3,1,3
Bucanetes githagineus,33595,Bucanetes githagineus;Rhodopechys githaginea,Trumpeter Finch,Bucanetes_githagineus,Fringillidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,1/3,,,weak,1/3,1,3
Agelasticus thilius,35426,Agelasticus thilius;Agelaius thilius   ,Yellow-winged Blackbird,Agelasticus_thilius,Icteridae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,1/3,,,none,1/3,1,3
Psarocolius montezuma,35154,Psarocolius montezuma;Gymnostinops montezuma,Montezuma Oropendola,Psarocolius_montezuma,Icteridae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,1/4,,,none,1/4,1,4
Nectarinia zeylonica,31784,Leptocoma zeylonica;Nectarinia zeylonica,Purple-rumped Sunbird,Nectarinia_zeylonica,Nectariniidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,1/5,,,weak,1/5,1,5
Emberiza buchanani,34274,Emberiza buchanani,Grey-necked Bunting,Emberiza_buchanani,Emberizidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,3/4,,,weak,3/4,3,4
Stagonopleura guttata,32915,Stagonopleura guttata;Emblema guttata      ,Diamond Firetail,Stagonopleura_guttata,Estrildidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,3/4,,,weak,3/4,3,4
